call_id,agent,date,time,topic,answered,resolved,answerSpeed,avgTalkDuration,rating,dayOfWeek,dayOfMonth,hour,month,talkDuration(min)
ID1241,Jim,2021-01-23,11:00:58,Contract related,,,121.0,0 days 00:02:49,2,Saturday,23,11,January,3.0
ID1242,Martha,2021-01-23,11:00:58,Streaming,,,83.0,0 days 00:06:48,5,Saturday,23,11,January,7.0
ID1243,Joe,2021-01-23,11:18:14,Streaming,,,84.0,0 days 00:01:21,5,Saturday,23,11,January,1.0
ID1244,Becky,2021-01-23,11:18:14,Payment related,,,63.0,0 days 00:05:00,4,Saturday,23,11,January,5.0
ID1245,Jim,2021-01-23,11:29:46,Technical Support,,,33.0,0 days 00:03:29,3,Saturday,23,11,January,3.0
ID1246,Dan,2021-01-23,11:29:46,Contract related,,,,,,Saturday,23,11,January,
ID1247,Greg,2021-01-23,11:32:38,Admin Support,,,10.0,0 days 00:01:01,5,Saturday,23,11,January,1.0
ID1248,Joe,2021-01-23,11:32:38,Admin Support,,,100.0,0 days 00:00:42,5,Saturday,23,11,January,1.0
ID1249,Diane,2021-01-23,11:35:31,Contract related,,,110.0,0 days 00:05:03,5,Saturday,23,11,January,5.0
ID1250,Stewart,2021-01-23,11:35:31,Payment related,,,28.0,0 days 00:05:16,2,Saturday,23,11,January,5.0
ID1251,Joe,2021-01-23,11:36:58,Admin Support,,,74.0,0 days 00:01:15,3,Saturday,23,11,January,1.0
ID1252,Jim,2021-01-23,11:36:58,Admin Support,,,18.0,0 days 00:01:21,3,Saturday,23,11,January,1.0
ID1253,Becky,2021-01-23,11:44:10,Streaming,,,22.0,0 days 00:06:12,3,Saturday,23,11,January,6.0
ID1254,Diane,2021-01-23,11:44:10,Streaming,,,,,,Saturday,23,11,January,
ID1255,Martha,2021-01-23,11:55:41,Contract related,,,15.0,0 days 00:03:37,3,Saturday,23,11,January,4.0
ID1256,Martha,2021-01-23,11:55:41,Admin Support,,,120.0,0 days 00:04:12,2,Saturday,23,11,January,4.0
ID1257,Martha,2021-01-23,12:14:24,Contract related,,,26.0,0 days 00:03:47,3,Saturday,23,12,January,4.0
ID1258,Diane,2021-01-23,12:14:24,Payment related,,,33.0,0 days 00:01:44,5,Saturday,23,12,January,2.0
ID1259,Dan,2021-01-23,12:43:12,Streaming,,,18.0,0 days 00:01:14,4,Saturday,23,12,January,1.0
ID1260,Greg,2021-01-23,12:43:12,Payment related,,,29.0,0 days 00:05:55,5,Saturday,23,12,January,6.0
ID1261,Greg,2021-01-23,12:54:43,Payment related,,,89.0,0 days 00:01:34,2,Saturday,23,12,January,2.0
ID1262,Martha,2021-01-23,12:54:43,Technical Support,,,,,,Saturday,23,12,January,
ID1263,Diane,2021-01-23,13:33:36,Admin Support,,,44.0,0 days 00:03:12,5,Saturday,23,13,January,3.0
ID1264,Diane,2021-01-23,13:33:36,Contract related,,,62.0,0 days 00:03:33,4,Saturday,23,13,January,4.0
ID1265,Dan,2021-01-23,13:37:55,Admin Support,,,29.0,0 days 00:01:50,5,Saturday,23,13,January,2.0
ID1266,Joe,2021-01-23,13:37:55,Admin Support,,,10.0,0 days 00:06:42,5,Saturday,23,13,January,7.0
ID1267,Dan,2021-01-23,14:13:55,Payment related,,,75.0,0 days 00:02:00,4,Saturday,23,14,January,2.0
ID1268,Martha,2021-01-23,14:13:55,Streaming,,,,,,Saturday,23,14,January,
ID1269,Dan,2021-01-23,14:52:48,Technical Support,,,33.0,0 days 00:01:06,5,Saturday,23,14,January,1.0
ID1270,Becky,2021-01-23,14:52:48,Technical Support,,,,,,Saturday,23,14,January,
ID1271,Becky,2021-01-23,16:01:55,Payment related,,,56.0,0 days 00:01:58,4,Saturday,23,16,January,2.0
ID1272,Martha,2021-01-23,16:01:55,Admin Support,,,,,,Saturday,23,16,January,
ID1273,Stewart,2021-01-23,16:13:26,Contract related,,,31.0,0 days 00:00:31,3,Saturday,23,16,January,1.0
ID1274,Greg,2021-01-23,16:13:26,Streaming,,,56.0,0 days 00:01:20,2,Saturday,23,16,January,1.0
ID1275,Jim,2021-01-23,16:37:55,Payment related,,,53.0,0 days 00:01:43,4,Saturday,23,16,January,2.0
ID1276,Diane,2021-01-23,16:37:55,Technical Support,,,12.0,0 days 00:05:48,3,Saturday,23,16,January,6.0
ID1277,Stewart,2021-01-23,16:45:07,Streaming,,,53.0,0 days 00:06:03,3,Saturday,23,16,January,6.0
ID1278,Diane,2021-01-23,16:45:07,Streaming,,,116.0,0 days 00:04:58,3,Saturday,23,16,January,5.0
ID1279,Joe,2021-01-23,17:24:00,Payment related,,,19.0,0 days 00:01:11,4,Saturday,23,17,January,1.0
ID1280,Dan,2021-01-23,17:24:00,Contract related,,,,,,Saturday,23,17,January,
ID1281,Joe,2021-01-23,17:41:17,Streaming,,,74.0,0 days 00:05:54,2,Saturday,23,17,January,6.0
ID1282,Greg,2021-01-23,17:41:17,Streaming,,,85.0,0 days 00:02:44,3,Saturday,23,17,January,3.0
ID1283,Greg,2021-01-23,17:44:10,Contract related,,,,,,Saturday,23,17,January,
ID1284,Stewart,2021-01-23,17:44:10,Payment related,,,,,,Saturday,23,17,January,
ID1285,Dan,2021-01-24,09:05:46,Payment related,,,,,,Sunday,24,9,January,
ID1286,Diane,2021-01-24,09:05:46,Streaming,,,48.0,0 days 00:06:36,2,Sunday,24,9,January,7.0
ID1287,Joe,2021-01-24,09:05:46,Payment related,,,57.0,0 days 00:04:32,3,Sunday,24,9,January,5.0
ID1288,Jim,2021-01-24,09:05:46,Admin Support,,,116.0,0 days 00:05:09,3,Sunday,24,9,January,5.0
ID1289,Greg,2021-01-24,09:12:58,Admin Support,,,21.0,0 days 00:00:50,1,Sunday,24,9,January,1.0
ID1290,Martha,2021-01-24,09:12:58,Contract related,,,87.0,0 days 00:02:11,3,Sunday,24,9,January,2.0
ID1291,Joe,2021-01-24,09:20:10,Technical Support,,,42.0,0 days 00:03:56,3,Sunday,24,9,January,4.0
ID1292,Greg,2021-01-24,09:20:10,Technical Support,,,86.0,0 days 00:01:28,1,Sunday,24,9,January,1.0
ID1293,Joe,2021-01-24,09:24:29,Payment related,,,95.0,0 days 00:03:05,5,Sunday,24,9,January,3.0
ID1294,Joe,2021-01-24,09:24:29,Contract related,,,,,,Sunday,24,9,January,
ID1295,Jim,2021-01-24,09:54:43,Technical Support,,,109.0,0 days 00:05:47,3,Sunday,24,9,January,6.0
ID1296,Greg,2021-01-24,09:54:43,Payment related,,,,,,Sunday,24,9,January,
ID1297,Greg,2021-01-24,10:03:22,Admin Support,,,104.0,0 days 00:05:35,2,Sunday,24,10,January,6.0
ID1298,Martha,2021-01-24,10:03:22,Payment related,,,123.0,0 days 00:01:55,1,Sunday,24,10,January,2.0
ID1299,Martha,2021-01-24,10:04:48,Streaming,,,72.0,0 days 00:05:11,5,Sunday,24,10,January,5.0
ID1300,Jim,2021-01-24,10:04:48,Technical Support,,,,,,Sunday,24,10,January,
ID1301,Stewart,2021-01-24,10:04:48,Contract related,,,28.0,0 days 00:00:52,4,Sunday,24,10,January,1.0
ID1302,Dan,2021-01-24,10:04:48,Streaming,,,124.0,0 days 00:03:13,4,Sunday,24,10,January,3.0
ID1303,Jim,2021-01-24,10:29:17,Payment related,,,16.0,0 days 00:04:35,4,Sunday,24,10,January,5.0
ID1304,Martha,2021-01-24,10:29:17,Admin Support,,,,,,Sunday,24,10,January,
ID1305,Joe,2021-01-24,10:32:10,Admin Support,,,125.0,0 days 00:00:31,3,Sunday,24,10,January,1.0
ID1306,Becky,2021-01-24,10:32:10,Contract related,,,,,,Sunday,24,10,January,
ID1307,Dan,2021-01-24,11:11:02,Contract related,,,61.0,0 days 00:03:05,3,Sunday,24,11,January,3.0
ID1308,Diane,2021-01-24,11:11:02,Streaming,,,55.0,0 days 00:06:30,1,Sunday,24,11,January,6.0
ID1309,Becky,2021-01-24,11:42:43,Technical Support,,,41.0,0 days 00:03:54,4,Sunday,24,11,January,4.0
ID1310,Greg,2021-01-24,11:42:43,Contract related,,,81.0,0 days 00:06:19,3,Sunday,24,11,January,6.0
ID1311,Stewart,2021-01-24,12:21:36,Contract related,,,112.0,0 days 00:03:43,3,Sunday,24,12,January,4.0
ID1312,Diane,2021-01-24,12:21:36,Streaming,,,58.0,0 days 00:04:19,4,Sunday,24,12,January,4.0
ID1313,Jim,2021-01-24,12:25:55,Streaming,,,61.0,0 days 00:00:42,5,Sunday,24,12,January,1.0
ID1314,Becky,2021-01-24,12:25:55,Payment related,,,51.0,0 days 00:06:44,3,Sunday,24,12,January,7.0
ID1315,Jim,2021-01-24,13:00:29,Streaming,,,102.0,0 days 00:03:59,4,Sunday,24,13,January,4.0
ID1316,Joe,2021-01-24,13:00:29,Payment related,,,19.0,0 days 00:05:43,4,Sunday,24,13,January,6.0
ID1317,Dan,2021-01-24,13:13:26,Streaming,,,33.0,0 days 00:03:06,2,Sunday,24,13,January,3.0
ID1318,Joe,2021-01-24,13:13:26,Technical Support,,,113.0,0 days 00:06:04,3,Sunday,24,13,January,6.0
ID1319,Diane,2021-01-24,14:15:22,Technical Support,,,28.0,0 days 00:03:50,5,Sunday,24,14,January,4.0
ID1320,Dan,2021-01-24,14:15:22,Technical Support,,,46.0,0 days 00:04:43,1,Sunday,24,14,January,5.0
ID1321,Joe,2021-01-24,14:45:36,Technical Support,,,76.0,0 days 00:01:09,3,Sunday,24,14,January,1.0
ID1322,Diane,2021-01-24,14:45:36,Technical Support,,,124.0,0 days 00:03:09,2,Sunday,24,14,January,3.0
ID1323,Martha,2021-01-24,14:47:02,Technical Support,,,96.0,0 days 00:04:30,2,Sunday,24,14,January,4.0
ID1324,Greg,2021-01-24,14:47:02,Streaming,,,110.0,0 days 00:05:03,5,Sunday,24,14,January,5.0
ID1325,Dan,2021-01-24,15:48:58,Payment related,,,116.0,0 days 00:03:39,5,Sunday,24,15,January,4.0
ID1326,Dan,2021-01-24,15:48:58,Payment related,,,14.0,0 days 00:06:11,5,Sunday,24,15,January,6.0
ID1327,Stewart,2021-01-24,15:59:02,Admin Support,,,53.0,0 days 00:06:01,4,Sunday,24,15,January,6.0
ID1328,Joe,2021-01-24,15:59:02,Streaming,,,37.0,0 days 00:04:49,2,Sunday,24,15,January,5.0
ID1329,Greg,2021-01-24,16:01:55,Admin Support,,,68.0,0 days 00:00:43,1,Sunday,24,16,January,1.0
ID1330,Greg,2021-01-24,16:01:55,Streaming,,,43.0,0 days 00:03:10,3,Sunday,24,16,January,3.0
ID1331,Greg,2021-01-24,16:45:07,Technical Support,,,19.0,0 days 00:02:21,3,Sunday,24,16,January,2.0
ID1332,Stewart,2021-01-24,16:45:07,Technical Support,,,47.0,0 days 00:04:26,3,Sunday,24,16,January,4.0
ID1333,Becky,2021-01-24,17:16:48,Contract related,,,,,,Sunday,24,17,January,
ID1334,Greg,2021-01-24,17:16:48,Payment related,,,84.0,0 days 00:06:21,4,Sunday,24,17,January,6.0
ID1335,Jim,2021-01-24,17:25:26,Payment related,,,17.0,0 days 00:02:35,1,Sunday,24,17,January,3.0
ID1336,Becky,2021-01-24,17:25:26,Payment related,,,116.0,0 days 00:01:17,4,Sunday,24,17,January,1.0
ID1337,Diane,2021-01-24,17:54:14,Admin Support,,,22.0,0 days 00:01:46,4,Sunday,24,17,January,2.0
ID1338,Jim,2021-01-24,17:54:14,Technical Support,,,10.0,0 days 00:06:13,4,Sunday,24,17,January,6.0
ID1339,Dan,2021-01-25,09:15:50,Streaming,,,76.0,0 days 00:01:32,4,Monday,25,9,January,2.0
ID1340,Joe,2021-01-25,09:15:50,Payment related,,,104.0,0 days 00:06:36,4,Monday,25,9,January,7.0
ID1341,Jim,2021-01-25,09:25:55,Streaming,,,44.0,0 days 00:06:50,3,Monday,25,9,January,7.0
ID1342,Jim,2021-01-25,09:25:55,Admin Support,,,24.0,0 days 00:03:40,5,Monday,25,9,January,4.0
ID1343,Dan,2021-01-25,09:33:07,Technical Support,,,40.0,0 days 00:06:57,3,Monday,25,9,January,7.0
ID1344,Becky,2021-01-25,09:33:07,Payment related,,,57.0,0 days 00:05:45,4,Monday,25,9,January,6.0
ID1345,Stewart,2021-01-25,09:37:26,Technical Support,,,19.0,0 days 00:06:23,3,Monday,25,9,January,6.0
ID1346,Martha,2021-01-25,09:37:26,Streaming,,,55.0,0 days 00:06:35,3,Monday,25,9,January,7.0
ID1347,Martha,2021-01-25,10:10:34,Contract related,,,102.0,0 days 00:05:13,5,Monday,25,10,January,5.0
ID1348,Joe,2021-01-25,10:10:34,Payment related,,,123.0,0 days 00:00:38,3,Monday,25,10,January,1.0
ID1349,Diane,2021-01-25,10:27:50,Admin Support,,,,,,Monday,25,10,January,
ID1350,Joe,2021-01-25,10:27:50,Contract related,,,,,,Monday,25,10,January,
ID1351,Joe,2021-01-25,10:42:14,Streaming,,,115.0,0 days 00:05:58,4,Monday,25,10,January,6.0
ID1352,Dan,2021-01-25,10:42:14,Technical Support,,,53.0,0 days 00:06:05,5,Monday,25,10,January,6.0
ID1353,Diane,2021-01-25,11:03:50,Technical Support,,,61.0,0 days 00:02:05,5,Monday,25,11,January,2.0
ID1354,Diane,2021-01-25,11:03:50,Technical Support,,,99.0,0 days 00:05:33,5,Monday,25,11,January,6.0
ID1355,Greg,2021-01-25,11:42:43,Admin Support,,,,,,Monday,25,11,January,
ID1356,Greg,2021-01-25,11:42:43,Payment related,,,57.0,0 days 00:02:26,3,Monday,25,11,January,2.0
ID1357,Diane,2021-01-25,11:48:29,Contract related,,,24.0,0 days 00:04:43,3,Monday,25,11,January,5.0
ID1358,Stewart,2021-01-25,11:48:29,Contract related,,,75.0,0 days 00:01:43,4,Monday,25,11,January,2.0
ID1359,Joe,2021-01-25,11:54:14,Contract related,,,72.0,0 days 00:05:31,4,Monday,25,11,January,6.0
ID1360,Stewart,2021-01-25,11:54:14,Payment related,,,73.0,0 days 00:03:14,4,Monday,25,11,January,3.0
ID1361,Martha,2021-01-25,11:54:14,Payment related,,,105.0,0 days 00:03:05,4,Monday,25,11,January,3.0
ID1362,Greg,2021-01-25,11:54:14,Technical Support,,,75.0,0 days 00:03:45,3,Monday,25,11,January,4.0
ID1363,Becky,2021-01-25,12:00:00,Payment related,,,29.0,0 days 00:04:49,4,Monday,25,12,January,5.0
ID1364,Stewart,2021-01-25,12:00:00,Technical Support,,,41.0,0 days 00:01:43,1,Monday,25,12,January,2.0
ID1365,Martha,2021-01-25,12:10:05,Admin Support,,,93.0,0 days 00:03:11,4,Monday,25,12,January,3.0
ID1366,Jim,2021-01-25,12:10:05,Admin Support,,,,,,Monday,25,12,January,
ID1367,Dan,2021-01-25,12:12:58,Admin Support,,,73.0,0 days 00:05:35,3,Monday,25,12,January,6.0
ID1368,Stewart,2021-01-25,12:12:58,Streaming,,,,,,Monday,25,12,January,
ID1369,Greg,2021-01-25,12:18:43,Payment related,,,112.0,0 days 00:01:21,4,Monday,25,12,January,1.0
ID1370,Diane,2021-01-25,12:18:43,Payment related,,,37.0,0 days 00:05:39,4,Monday,25,12,January,6.0
ID1371,Greg,2021-01-25,12:21:36,Contract related,,,59.0,0 days 00:05:50,5,Monday,25,12,January,6.0
ID1372,Jim,2021-01-25,12:21:36,Technical Support,,,,,,Monday,25,12,January,
ID1373,Becky,2021-01-25,12:21:36,Technical Support,,,56.0,0 days 00:01:23,3,Monday,25,12,January,1.0
ID1374,Greg,2021-01-25,12:21:36,Contract related,,,56.0,0 days 00:05:12,3,Monday,25,12,January,5.0
ID1375,Jim,2021-01-25,12:43:12,Admin Support,,,,,,Monday,25,12,January,
ID1376,Stewart,2021-01-25,12:43:12,Admin Support,,,43.0,0 days 00:06:30,5,Monday,25,12,January,6.0
ID1377,Dan,2021-01-25,12:53:17,Payment related,,,80.0,0 days 00:06:09,2,Monday,25,12,January,6.0
ID1378,Jim,2021-01-25,12:53:17,Admin Support,,,66.0,0 days 00:06:03,3,Monday,25,12,January,6.0
ID1379,Becky,2021-01-25,14:11:02,Contract related,,,54.0,0 days 00:04:11,3,Monday,25,14,January,4.0
ID1380,Joe,2021-01-25,14:11:02,Streaming,,,94.0,0 days 00:05:03,2,Monday,25,14,January,5.0
ID1381,Becky,2021-01-25,14:11:02,Streaming,,,,,,Monday,25,14,January,
ID1382,Martha,2021-01-25,14:11:02,Streaming,,,24.0,0 days 00:04:04,4,Monday,25,14,January,4.0
ID1383,Diane,2021-01-25,14:12:29,Streaming,,,,,,Monday,25,14,January,
ID1384,Martha,2021-01-25,14:12:29,Contract related,,,108.0,0 days 00:06:36,3,Monday,25,14,January,7.0
ID1385,Joe,2021-01-25,14:26:53,Payment related,,,106.0,0 days 00:00:54,3,Monday,25,14,January,1.0
ID1386,Joe,2021-01-25,14:26:53,Technical Support,,,,,,Monday,25,14,January,
ID1387,Becky,2021-01-25,14:34:05,Payment related,,,111.0,0 days 00:06:03,3,Monday,25,14,January,6.0
ID1388,Joe,2021-01-25,14:34:05,Admin Support,,,56.0,0 days 00:03:18,3,Monday,25,14,January,3.0
ID1389,Dan,2021-01-25,15:04:19,Contract related,,,78.0,0 days 00:05:10,4,Monday,25,15,January,5.0
ID1390,Stewart,2021-01-25,15:04:19,Streaming,,,15.0,0 days 00:02:10,3,Monday,25,15,January,2.0
ID1391,Becky,2021-01-25,15:05:46,Payment related,,,,,,Monday,25,15,January,
ID1392,Martha,2021-01-25,15:05:46,Streaming,,,50.0,0 days 00:00:32,3,Monday,25,15,January,1.0
ID1393,Dan,2021-01-25,15:20:10,Streaming,,,53.0,0 days 00:03:48,3,Monday,25,15,January,4.0
ID1394,Joe,2021-01-25,15:20:10,Technical Support,,,106.0,0 days 00:06:35,1,Monday,25,15,January,7.0
ID1395,Diane,2021-01-25,15:51:50,Admin Support,,,44.0,0 days 00:05:57,5,Monday,25,15,January,6.0
ID1396,Becky,2021-01-25,15:51:50,Contract related,,,,,,Monday,25,15,January,
ID1397,Greg,2021-01-25,15:53:17,Admin Support,,,31.0,0 days 00:04:53,3,Monday,25,15,January,5.0
ID1398,Joe,2021-01-25,15:53:17,Admin Support,,,41.0,0 days 00:05:02,5,Monday,25,15,January,5.0
ID1399,Becky,2021-01-25,16:13:26,Streaming,,,109.0,0 days 00:05:46,3,Monday,25,16,January,6.0
ID1400,Martha,2021-01-25,16:13:26,Admin Support,,,13.0,0 days 00:01:09,3,Monday,25,16,January,1.0
ID1401,Diane,2021-01-25,17:32:38,Payment related,,,19.0,0 days 00:06:38,5,Monday,25,17,January,7.0
ID1402,Stewart,2021-01-25,17:32:38,Contract related,,,76.0,0 days 00:05:44,5,Monday,25,17,January,6.0
ID1403,Becky,2021-01-26,09:05:46,Contract related,,,86.0,0 days 00:01:02,4,Tuesday,26,9,January,1.0
ID1404,Martha,2021-01-26,09:05:46,Contract related,,,63.0,0 days 00:02:25,4,Tuesday,26,9,January,2.0
ID1405,Dan,2021-01-26,09:30:14,Payment related,,,113.0,0 days 00:00:51,5,Tuesday,26,9,January,1.0
ID1406,Greg,2021-01-26,09:30:14,Admin Support,,,84.0,0 days 00:01:17,3,Tuesday,26,9,January,1.0
ID1407,Jim,2021-01-26,09:41:46,Admin Support,,,41.0,0 days 00:03:26,4,Tuesday,26,9,January,3.0
ID1408,Becky,2021-01-26,09:41:46,Payment related,,,13.0,0 days 00:03:53,3,Tuesday,26,9,January,4.0
ID1409,Stewart,2021-01-26,09:51:50,Technical Support,,,,,,Tuesday,26,9,January,
ID1410,Jim,2021-01-26,09:51:50,Payment related,,,79.0,0 days 00:02:50,3,Tuesday,26,9,January,3.0
ID1411,Diane,2021-01-26,10:27:50,Contract related,,,103.0,0 days 00:02:31,3,Tuesday,26,10,January,3.0
ID1412,Diane,2021-01-26,10:27:50,Contract related,,,68.0,0 days 00:02:18,3,Tuesday,26,10,January,2.0
ID1413,Diane,2021-01-26,10:40:48,Contract related,,,57.0,0 days 00:05:29,2,Tuesday,26,10,January,5.0
ID1414,Stewart,2021-01-26,10:40:48,Payment related,,,,,,Tuesday,26,10,January,
ID1415,Diane,2021-01-26,10:50:53,Payment related,,,72.0,0 days 00:01:31,3,Tuesday,26,10,January,2.0
ID1416,Stewart,2021-01-26,10:50:53,Streaming,,,53.0,0 days 00:05:52,5,Tuesday,26,10,January,6.0
ID1417,Becky,2021-01-26,10:52:19,Contract related,,,16.0,0 days 00:03:35,1,Tuesday,26,10,January,4.0
ID1418,Becky,2021-01-26,10:52:19,Technical Support,,,77.0,0 days 00:01:42,3,Tuesday,26,10,January,2.0
ID1419,Dan,2021-01-26,10:59:31,Payment related,,,68.0,0 days 00:06:48,5,Tuesday,26,10,January,7.0
ID1420,Dan,2021-01-26,10:59:31,Streaming,,,50.0,0 days 00:02:46,4,Tuesday,26,10,January,3.0
ID1421,Joe,2021-01-26,11:19:41,Admin Support,,,,,,Tuesday,26,11,January,
ID1422,Dan,2021-01-26,11:19:41,Payment related,,,68.0,0 days 00:05:16,3,Tuesday,26,11,January,5.0
ID1423,Diane,2021-01-26,11:47:02,Streaming,,,39.0,0 days 00:03:52,5,Tuesday,26,11,January,4.0
ID1424,Diane,2021-01-26,11:47:02,Contract related,,,78.0,0 days 00:06:35,4,Tuesday,26,11,January,7.0
ID1425,Diane,2021-01-26,12:48:58,Streaming,,,106.0,0 days 00:01:52,3,Tuesday,26,12,January,2.0
ID1426,Becky,2021-01-26,12:48:58,Streaming,,,,,,Tuesday,26,12,January,
ID1427,Dan,2021-01-26,12:50:24,Admin Support,,,66.0,0 days 00:00:44,3,Tuesday,26,12,January,1.0
ID1428,Greg,2021-01-26,12:50:24,Technical Support,,,120.0,0 days 00:04:21,5,Tuesday,26,12,January,4.0
ID1429,Stewart,2021-01-26,12:56:10,Streaming,,,115.0,0 days 00:02:27,3,Tuesday,26,12,January,2.0
ID1430,Stewart,2021-01-26,12:56:10,Payment related,,,28.0,0 days 00:04:37,4,Tuesday,26,12,January,5.0
ID1431,Dan,2021-01-26,13:04:48,Streaming,,,57.0,0 days 00:01:30,3,Tuesday,26,13,January,2.0
ID1432,Diane,2021-01-26,13:04:48,Streaming,,,110.0,0 days 00:05:17,2,Tuesday,26,13,January,5.0
ID1433,Dan,2021-01-26,13:04:48,Technical Support,,,103.0,0 days 00:02:51,4,Tuesday,26,13,January,3.0
ID1434,Jim,2021-01-26,13:04:48,Technical Support,,,94.0,0 days 00:06:12,5,Tuesday,26,13,January,6.0
ID1435,Jim,2021-01-26,14:08:10,Streaming,,,61.0,0 days 00:04:47,5,Tuesday,26,14,January,5.0
ID1436,Stewart,2021-01-26,14:08:10,Streaming,,,,,,Tuesday,26,14,January,
ID1437,Jim,2021-01-26,14:18:14,Streaming,,,77.0,0 days 00:04:26,2,Tuesday,26,14,January,4.0
ID1438,Greg,2021-01-26,14:18:14,Contract related,,,56.0,0 days 00:03:44,4,Tuesday,26,14,January,4.0
ID1439,Diane,2021-01-26,14:26:53,Admin Support,,,65.0,0 days 00:06:42,5,Tuesday,26,14,January,7.0
ID1440,Becky,2021-01-26,14:26:53,Technical Support,,,99.0,0 days 00:05:42,3,Tuesday,26,14,January,6.0
ID1441,Diane,2021-01-26,14:51:22,Admin Support,,,40.0,0 days 00:04:48,3,Tuesday,26,14,January,5.0
ID1442,Stewart,2021-01-26,14:51:22,Payment related,,,110.0,0 days 00:05:20,3,Tuesday,26,14,January,5.0
ID1443,Diane,2021-01-26,15:15:50,Admin Support,,,109.0,0 days 00:00:52,1,Tuesday,26,15,January,1.0
ID1444,Martha,2021-01-26,15:15:50,Contract related,,,116.0,0 days 00:05:08,3,Tuesday,26,15,January,5.0
ID1445,Martha,2021-01-26,15:21:36,Streaming,,,82.0,0 days 00:02:18,2,Tuesday,26,15,January,2.0
ID1446,Greg,2021-01-26,15:21:36,Contract related,,,65.0,0 days 00:02:29,4,Tuesday,26,15,January,2.0
ID1447,Dan,2021-01-26,15:25:55,Contract related,,,24.0,0 days 00:03:29,4,Tuesday,26,15,January,3.0
ID1448,Diane,2021-01-26,15:25:55,Payment related,,,125.0,0 days 00:01:22,5,Tuesday,26,15,January,1.0
ID1449,Greg,2021-01-26,15:28:48,Admin Support,,,87.0,0 days 00:01:04,5,Tuesday,26,15,January,1.0
ID1450,Jim,2021-01-26,15:28:48,Streaming,,,119.0,0 days 00:00:43,4,Tuesday,26,15,January,1.0
ID1451,Diane,2021-01-26,15:30:14,Contract related,,,94.0,0 days 00:00:46,4,Tuesday,26,15,January,1.0
ID1452,Dan,2021-01-26,15:30:14,Payment related,,,,,,Tuesday,26,15,January,
ID1453,Dan,2021-01-26,15:37:26,Payment related,,,19.0,0 days 00:05:37,1,Tuesday,26,15,January,6.0
ID1454,Dan,2021-01-26,15:37:26,Contract related,,,68.0,0 days 00:02:44,3,Tuesday,26,15,January,3.0
ID1455,Joe,2021-01-26,16:00:29,Payment related,,,36.0,0 days 00:06:22,3,Tuesday,26,16,January,6.0
ID1456,Martha,2021-01-26,16:00:29,Payment related,,,50.0,0 days 00:01:06,4,Tuesday,26,16,January,1.0
ID1457,Becky,2021-01-26,16:06:14,Payment related,,,,,,Tuesday,26,16,January,
ID1458,Greg,2021-01-26,16:06:14,Contract related,,,60.0,0 days 00:02:14,3,Tuesday,26,16,January,2.0
ID1459,Becky,2021-01-26,17:18:14,Contract related,,,38.0,0 days 00:06:58,1,Tuesday,26,17,January,7.0
ID1460,Becky,2021-01-26,17:18:14,Contract related,,,115.0,0 days 00:06:15,3,Tuesday,26,17,January,6.0
ID1461,Dan,2021-01-26,17:52:48,Streaming,,,82.0,0 days 00:06:37,1,Tuesday,26,17,January,7.0
ID1462,Jim,2021-01-26,17:52:48,Technical Support,,,34.0,0 days 00:04:18,2,Tuesday,26,17,January,4.0
ID1463,Diane,2021-01-27,09:10:05,Streaming,,,95.0,0 days 00:02:55,3,Wednesday,27,9,January,3.0
ID1464,Diane,2021-01-27,09:10:05,Contract related,,,13.0,0 days 00:03:14,5,Wednesday,27,9,January,3.0
ID1465,Becky,2021-01-27,09:38:53,Technical Support,,,22.0,0 days 00:04:12,3,Wednesday,27,9,January,4.0
ID1466,Greg,2021-01-27,09:38:53,Streaming,,,,,,Wednesday,27,9,January,
ID1467,Martha,2021-01-27,09:41:46,Admin Support,,,86.0,0 days 00:02:52,1,Wednesday,27,9,January,3.0
ID1468,Joe,2021-01-27,09:41:46,Contract related,,,20.0,0 days 00:04:23,4,Wednesday,27,9,January,4.0
ID1469,Greg,2021-01-27,09:54:43,Payment related,,,,,,Wednesday,27,9,January,
ID1470,Martha,2021-01-27,09:54:43,Contract related,,,36.0,0 days 00:04:21,4,Wednesday,27,9,January,4.0
ID1471,Martha,2021-01-27,09:57:36,Streaming,,,118.0,0 days 00:03:27,4,Wednesday,27,9,January,3.0
ID1472,Stewart,2021-01-27,09:57:36,Contract related,,,40.0,0 days 00:04:06,4,Wednesday,27,9,January,4.0
ID1473,Jim,2021-01-27,10:43:41,Contract related,,,97.0,0 days 00:06:37,4,Wednesday,27,10,January,7.0
ID1474,Martha,2021-01-27,10:43:41,Contract related,,,75.0,0 days 00:02:50,4,Wednesday,27,10,January,3.0
ID1475,Dan,2021-01-27,11:09:36,Technical Support,,,61.0,0 days 00:02:39,3,Wednesday,27,11,January,3.0
ID1476,Dan,2021-01-27,11:09:36,Streaming,,,125.0,0 days 00:06:05,5,Wednesday,27,11,January,6.0
ID1477,Jim,2021-01-27,12:40:19,Contract related,,,,,,Wednesday,27,12,January,
ID1478,Dan,2021-01-27,12:40:19,Technical Support,,,33.0,0 days 00:05:52,5,Wednesday,27,12,January,6.0
ID1479,Martha,2021-01-27,13:00:29,Technical Support,,,,,,Wednesday,27,13,January,
ID1480,Martha,2021-01-27,13:00:29,Streaming,,,50.0,0 days 00:03:51,5,Wednesday,27,13,January,4.0
